mass1,mass2,chi1,chi2,snr,predicted_mass1,predicted_mass2,predicted_spin1,predicted_spin2,predicted_snr,TPE
1.193503428328167,1.6484552930449583,-0.0038268941523382644,0.004705036910348327,7.540135831644916,1.849769447609202,1.6357427524427635,-0.01951655516498047,0.021179756344300055,5.976541221239199,12.494513511657715
1.3583441046146563,1.1836188494077966,0.03565503334232964,-0.023938482852541212,6.147965094647735,1.4895422408206813,1.5643395199202104,-0.015411811350536063,0.029056701670400385,5.9274089717374014,11.308018445968628
1.2939547220672245,1.0008714020726837,-0.03748433832540469,-0.010297041870599169,7.053515195419956,1.4224715692700616,1.3794240148942234,-0.04572846508692545,-0.04520819120241622,5.991800216763657,9.001359462738037
1.820860972272519,1.9145515917481273,-0.018402259636009777,-0.03001367096216966,6.965376913964859,1.4586850857978884,1.5277912499862167,-0.0184361047096968,-0.0028236759447216146,5.964674580803174,10.295125961303711
1.7919586211439036,1.1547859156016553,0.01979825427023703,-0.04236600205238671,6.773123124216512,1.6035618279974035,1.4169571069156548,-0.0094051480773184,0.008545066133302498,5.926366409543815,10.326701402664185
1.4725109730998525,1.4299012830226154,0.0018229214068513425,-0.022345329712065487,6.0458916656347315,1.8081797362817604,1.3899525028304212,-0.04491033148290755,0.034240463485699736,5.912383949671976,11.953392267227173
1.9719459038458924,1.7746109285807299,0.04887045445755821,0.03880951088823356,7.105910450485102,1.247399588480866,1.1281534647047053,0.007845150715811353,0.013239682855982884,5.929312834232875,9.868425369262695
1.0581065985759723,1.2035944667011131,0.0073497416919600655,0.04650448259939874,7.0249322389754125,1.9961732771627911,1.0075381422051162,-0.045201122741375756,-0.027825417549584095,5.993227903253515,11.821151733398438
1.3144402647789082,1.1733375896299334,-0.0027243164308852,-0.04981421277137234,7.446502134715244,1.58459119978146,1.9115202539151246,0.013717224643628815,-0.004850506251613761,5.969126737394628,13.376389503479004
1.881489164004984,1.7654300779469518,0.044267696039575796,-0.008744433892332627,6.817546800512879,1.5080050985605546,1.0037650139699072,0.0062925483706221365,-0.039616220784903206,5.962087893567075,11.658069610595703
